Step, Velocity, Density
0, 0.0, 0.0037313432835820895
1, 0.5, 0.007462686567164179
2, 0.7333333333333333, 0.011194029850746268
3, 0.75, 0.014925373134328358
4, 0.84, 0.018656716417910446
5, 0.8666666666666667, 0.022388059701492536
6, 0.8571428571428571, 0.026119402985074626
7, 0.9, 0.029850746268656716
8, 0.8888888888888888, 0.033582089552238806
9, 0.94, 0.03731343283582089
10, 0.8909090909090909, 0.041044776119402986
11, 0.9833333333333333, 0.04477611940298507
12, 0.9538461538461539, 0.048507462686567165
13, 0.9855072463768116, 0.05149253731343283
14, 0.9324324324324325, 0.05522388059701493
15, 0.9240506329113924, 0.05895522388059701
16, 0.9285714285714286, 0.0626865671641791
17, 0.9662921348314607, 0.0664179104477612
18, 0.9468085106382979, 0.07014925373134329
19, 0.9595959595959596, 0.07388059701492537
20, 0.9519230769230769, 0.07761194029850746
21, 0.926605504587156, 0.08134328358208955
22, 1.0, 0.08432835820895522
23, 0.9661016949152542, 0.0880597014925373
24, 0.9090909090909091, 0.09029850746268657
25, 0.9444444444444444, 0.09402985074626866
26, 0.9618320610687023, 0.09776119402985074
27, 0.9328358208955224, 0.1
28, 0.935251798561151, 0.10373134328358209
29, 0.9090909090909091, 0.10671641791044777
30, 0.9251700680272109, 0.10970149253731343
31, 0.9072847682119205, 0.1126865671641791
32, 0.9161290322580645, 0.11567164179104478
33, 0.9559748427672956, 0.11865671641791045
34, 0.9627329192546584, 0.12014925373134329
35, 0.9515151515151515, 0.12313432835820895
36, 0.9285714285714286, 0.1253731343283582
37, 0.936046511627907, 0.12835820895522387
38, 0.9298245614035088, 0.12761194029850748
39, 0.9421965317919075, 0.1291044776119403
40, 0.9244186046511628, 0.12835820895522387
41, 0.9532163742690059, 0.12761194029850748
42, 0.936046511627907, 0.12835820895522387
43, 0.9942857142857143, 0.13059701492537312
44, 0.9090909090909091, 0.13134328358208955
45, 0.9265536723163842, 0.13208955223880597
46, 0.9441340782122905, 0.1335820895522388
47, 0.8895027624309392, 0.13507462686567165
48, 0.9175824175824175, 0.13582089552238805
49, 0.9358288770053476, 0.13955223880597015
50, 0.9206349206349206, 0.141044776119403
51, 0.917098445595855, 0.14402985074626865
52, 0.9387755102040817, 0.14626865671641792
53, 0.9296482412060302, 0.14850746268656717
54, 0.905940594059406, 0.15074626865671642
55, 0.9353233830845771, 0.15
56, 0.9207920792079208, 0.15074626865671642
57, 0.9077669902912622, 0.1537313432835821
58, 0.927536231884058, 0.15447761194029852
59, 0.937799043062201, 0.15597014925373134
60, 0.9238095238095239, 0.15671641791044777
61, 0.9339622641509434, 0.1582089552238806
62, 0.9248826291079812, 0.15895522388059702
63, 0.9205607476635514, 0.15970149253731344
64, 0.9220183486238532, 0.1626865671641791
65, 0.8828828828828829, 0.16567164179104477
66, 0.8933333333333333, 0.16791044776119404
67, 0.8908296943231441, 0.1708955223880597
68, 0.8766519823788547, 0.16940298507462687
69, 0.868421052631579, 0.1701492537313433
70, 0.8947368421052632, 0.1701492537313433
71, 0.8434782608695652, 0.17164179104477612
72, 0.8583690987124464, 0.17388059701492536
73, 0.8354430379746836, 0.17686567164179104
74, 0.8361344537815126, 0.17761194029850746
75, 0.8529411764705882, 0.17761194029850746
76, 0.8227848101265823, 0.17686567164179104
77, 0.8368200836820083, 0.1783582089552239
78, 0.8791666666666667, 0.1791044776119403
79, 0.8458333333333333, 0.1791044776119403
80, 0.8298755186721992, 0.1798507462686567
81, 0.8559670781893004, 0.18134328358208956
82, 0.8464730290456431, 0.1798507462686567
83, 0.8600823045267489, 0.18134328358208956
84, 0.8842975206611571, 0.18059701492537314
85, 0.8373983739837398, 0.18358208955223881
86, 0.8393574297188755, 0.18582089552238806
87, 0.84, 0.1865671641791045
88, 0.8102766798418972, 0.18880597014925374
89, 0.859375, 0.191044776119403
90, 0.7915057915057915, 0.19328358208955224
91, 0.8178294573643411, 0.1925373134328358
92, 0.7595419847328244, 0.19552238805970149
93, 0.7624521072796935, 0.1947761194029851
94, 0.7916666666666666, 0.19701492537313434
95, 0.7835820895522388, 0.2
96, 0.7916666666666666, 0.19701492537313434
97, 0.746268656716418, 0.2
98, 0.7121771217712177, 0.20223880597014926
99, 0.7554744525547445, 0.2044776119402985
100, 0.7454545454545455, 0.20522388059701493
101, 0.7311827956989247, 0.2082089552238806
102, 0.7153024911032029, 0.20970149253731343
103, 0.6892857142857143, 0.208955223880597
104, 0.6868327402135231, 0.20970149253731343
105, 0.6357142857142857, 0.208955223880597
106, 0.6464285714285715, 0.208955223880597
107, 0.7003610108303249, 0.20671641791044776
108, 0.6405693950177936, 0.20970149253731343
109, 0.6808510638297872, 0.21044776119402986
110, 0.6798561151079137, 0.20746268656716418
111, 0.7096774193548387, 0.2082089552238806
112, 0.7122302158273381, 0.20746268656716418
113, 0.6870503597122302, 0.20746268656716418
114, 0.6630824372759857, 0.2082089552238806
115, 0.6509090909090909, 0.20522388059701493
116, 0.6798561151079137, 0.20746268656716418
117, 0.6666666666666666, 0.2082089552238806
118, 0.6370106761565836, 0.20970149253731343
119, 0.6713780918727915, 0.21119402985074626
120, 0.6573426573426573, 0.21343283582089553
121, 0.5951557093425606, 0.21567164179104478
122, 0.613013698630137, 0.21791044776119403
123, 0.6116838487972509, 0.2171641791044776
124, 0.6067796610169491, 0.22014925373134328
125, 0.6195286195286195, 0.22164179104477613
126, 0.5637583892617449, 0.22238805970149253
127, 0.5596026490066225, 0.2253731343283582
128, 0.5833333333333334, 0.22388059701492538
129, 0.6179401993355482, 0.22462686567164178
