Step, Velocity, Density
0, 0.0, 0.003205128205128205
1, 0.5, 0.00641025641025641
2, 0.6428571428571429, 0.008974358974358974
3, 0.7368421052631579, 0.01217948717948718
4, 0.8333333333333334, 0.015384615384615385
5, 0.8620689655172413, 0.01858974358974359
6, 0.8529411764705882, 0.021794871794871794
7, 0.9230769230769231, 0.025
8, 0.9545454545454546, 0.028205128205128206
9, 0.9183673469387755, 0.03141025641025641
10, 0.9622641509433962, 0.03397435897435897
11, 0.9310344827586207, 0.03717948717948718
12, 0.9523809523809523, 0.04038461538461539
13, 0.9552238805970149, 0.04294871794871795
14, 0.9305555555555556, 0.046153846153846156
15, 0.961038961038961, 0.04935897435897436
16, 0.9146341463414634, 0.052564102564102565
17, 0.9764705882352941, 0.05448717948717949
18, 0.9438202247191011, 0.05705128205128205
19, 0.978494623655914, 0.05961538461538462
20, 1.0, 0.06282051282051282
21, 0.9514563106796117, 0.06602564102564103
22, 0.9532710280373832, 0.0685897435897436
23, 0.9732142857142857, 0.07179487179487179
24, 0.9396551724137931, 0.07435897435897436
25, 0.9917355371900827, 0.07756410256410257
26, 0.96, 0.08012820512820513
27, 0.9692307692307692, 0.08333333333333333
28, 0.9703703703703703, 0.08653846153846154
29, 0.9428571428571428, 0.08974358974358974
30, 0.965034965034965, 0.09166666666666666
31, 0.9931506849315068, 0.09358974358974359
32, 0.9798657718120806, 0.0955128205128205
33, 0.9473684210526315, 0.09743589743589744
34, 0.9745222929936306, 0.10064102564102564
35, 0.9130434782608695, 0.1032051282051282
36, 0.9447852760736196, 0.10448717948717949
37, 0.9272727272727272, 0.10576923076923077
38, 0.9161676646706587, 0.10705128205128205
39, 0.935672514619883, 0.10961538461538461
40, 0.9597701149425287, 0.11153846153846154
41, 0.9545454545454546, 0.11282051282051282
42, 0.9661016949152542, 0.11346153846153846
43, 0.9615384615384616, 0.11666666666666667
44, 0.946236559139785, 0.11923076923076924
45, 0.9365079365079365, 0.12115384615384615
46, 0.9581151832460733, 0.12243589743589743
47, 0.9583333333333334, 0.12307692307692308
48, 0.9278350515463918, 0.12435897435897436
49, 0.9487179487179487, 0.125
50, 0.9744897959183674, 0.12564102564102564
51, 0.9591836734693877, 0.12564102564102564
52, 0.9441624365482234, 0.12628205128205128
53, 0.9748743718592965, 0.12756410256410255
54, 0.9356435643564357, 0.1294871794871795
55, 0.9257425742574258, 0.1294871794871795
56, 0.8872549019607843, 0.13076923076923078
57, 0.8592233009708737, 0.13205128205128205
58, 0.9425837320574163, 0.13397435897435897
59, 0.943127962085308, 0.13525641025641025
60, 0.9478672985781991, 0.13525641025641025
61, 0.9351851851851852, 0.13846153846153847
62, 0.9216589861751152, 0.1391025641025641
63, 0.9318181818181818, 0.14102564102564102
64, 0.9321266968325792, 0.14166666666666666
65, 0.91324200913242, 0.14038461538461539
66, 0.9457013574660633, 0.14166666666666666
67, 0.9244444444444444, 0.14423076923076922
68, 0.9598214285714286, 0.14358974358974358
69, 0.96, 0.14423076923076922
70, 0.9254385964912281, 0.14615384615384616
71, 0.925764192139738, 0.1467948717948718
72, 0.9429824561403509, 0.14615384615384616
73, 0.9519650655021834, 0.1467948717948718
74, 0.9134199134199135, 0.14807692307692308
